"기준년월","발신지(시/도)","발신지(시/군/구)","발신지(읍/면/동)","통화량"
"201310","서울특별시","마포구","아현동","36"
"201310","서울특별시","마포구","망원2동","39"
"201310","서울특별시","마포구","상수동","41"
"201310","서울특별시","마포구","성산동","47"
"201310","서울특별시","마포구","대흥동","60"
"201310","서울특별시","마포구","상암동","90"
"201310","서울특별시","마포구","신공덕동","122"
"201310","서울특별시","마포구","마포동","136"
"201310","서울특별시","마포구","합정동","158"
"201310","서울특별시","마포구","동교동","222"
"201310","서울특별시","마포구","서교동","245"
"201310","서울특별시","서대문구","신촌동","5"
"201310","서울특별시","서대문구","충정로3가","5"
"201310","서울특별시","서대문구","현저동","5"
"201310","서울특별시","서대문구","북가좌1동","5"
"201310","서울특별시","서대문구","남가좌2동","7"
"201310","서울특별시","서대문구","연희3동","8"
"201310","서울특별시","서대문구","홍은2동","8"
"201310","서울특별시","서대문구","연희2동","13"
"201310","서울특별시","서대문구","남가좌동","15"
"201310","서울특별시","서대문구","북아현동","16"
"201310","서울특별시","서대문구","홍은동","22"
"201310","서울특별시","서대문구","북아현1동","26"
"201310","서울특별시","서대문구","북가좌동","28"
"201310","서울특별시","서대문구","홍제동","31"
"201310","서울특별시","서대문구","연희동","46"
"201310","서울특별시","서대문구","충정로2가","53"
"201310","서울특별시","서대문구","대신동","58"
"201310","서울특별시","서대문구","창천동","197"
"201310","서울특별시","서초구","방배3동","5"
"201310","서울특별시","서초구","방배1동","17"
"201310","서울특별시","서초구","내곡동","25"
"201310","서울특별시","서초구","방배본동","33"
"201310","서울특별시","서초구","우면동","40"
"201310","서울특별시","서초구","방배4동","53"
"201310","서울특별시","서초구","반포본동","58"
"201310","서울특별시","서초구","서초동","77"
"201310","서울특별시","서초구","신원동","82"
"201310","서울특별시","서초구","방배동","93"
"201310","서울특별시","서초구","양재동","94"
"201310","서울특별시","서초구","서초1동","105"
"201310","서울특별시","서초구","반포동","130"
"201310","서울특별시","서초구","양재1동","152"
"201310","서울특별시","서초구","반포4동","171"
"201310","서울특별시","서초구","서초4동","187"
"201310","서울특별시","서초구","양재2동","217"
"201310","서울특별시","서초구","서초2동","230"
"201310","서울특별시","서초구","반포1동","324"
"201310","서울특별시","서초구","잠원동","370"
"201310","서울특별시","서초구","서초3동","428"
"201310","서울특별시","성동구","성수2가1동","5"
"201310","서울특별시","성동구","하왕십리동","5"
"201310","서울특별시","성동구","송정동","9"
"201310","서울특별시","성동구","금호동1가","16"
"201310","서울특별시","성동구","성수1가2동","22"
"201310","서울특별시","성동구","용답동","22"
"201310","서울특별시","성동구","성수동1가","26"
"201310","서울특별시","성동구","금호동4가","38"
"201310","서울특별시","성동구","마장동","43"
"201310","서울특별시","성동구","옥수동","48"
"201310","서울특별시","성동구","도선동","49"
"201310","서울특별시","성동구","성수동2가","49"
"201310","서울특별시","성동구","행당동","65"
"201310","서울특별시","성동구","성수2가3동","81"
"201310","서울특별시","성북구","동선동4가","5"
"201310","서울특별시","성북구","상월곡동","5"
"201310","서울특별시","성북구","삼선동2가","5"
"201310","서울특별시","성북구","장위3동","5"
"201310","서울특별시","성북구","정릉1동","5"
"201310","서울특별시","성북구","동선동5가","6"
"201310","서울특별시","성북구","정릉동","6"
"201310","서울특별시","성북구","장위동","9"
"201310","서울특별시","성북구","길음동","10"
"201310","서울특별시","성북구","동소문동1가","11"
"201310","서울특별시","성북구","보문동4가","11"
"201310","서울특별시","성북구","성북1동","11"
"201310","서울특별시","성북구","종암동","12"
"201310","서울특별시","성북구","동선동2가","16"
"201310","서울특별시","성북구","정릉2동","16"
"201310","서울특별시","성북구","동선동1가","17"
"201310","서울특별시","성북구","정릉3동","24"
"201310","서울특별시","성북구","삼선동5가","27"
"201310","서울특별시","성북구","석관동","27"
"201310","서울특별시","성북구","하월곡동","29"
"201310","서울특별시","성북구","길음2동","30"
"201310","서울특별시","성북구","안암동5가","41"
"201310","서울특별시","송파구","송파1동","5"
"201310","서울특별시","송파구","거여1동","5"
"201310","서울특별시","송파구","송파2동","5"
"201310","서울특별시","송파구","잠실1동","13"
"201310","서울특별시","송파구","방이1동","21"
"201310","서울특별시","송파구","마천동","22"
"201310","서울특별시","송파구","가락2동","44"
"201310","서울특별시","송파구","풍납2동","47"
"201310","서울특별시","송파구","삼전동","51"
"201310","서울특별시","송파구","신천동","69"
"201310","서울특별시","송파구","가락본동","70"
"201310","서울특별시","송파구","거여동","71"
"201310","서울특별시","송파구","장지동","72"
"201310","서울특별시","송파구","문정1동","79"
"201310","서울특별시","송파구","석촌동","90"
"201310","서울특별시","송파구","오금동","105"
"201310","서울특별시","송파구","잠실동","126"
"201310","서울특별시","송파구","송파동","145"
"201310","서울특별시","송파구","방이2동","157"
"201310","서울특별시","송파구","방이동","179"
"201310","서울특별시","송파구","가락동","186"
"201310","서울특별시","송파구","잠실본동","236"
"201310","서울특별시","송파구","문정동","406"
"201310","서울특별시","양천구","목1동","5"
"201310","서울특별시","양천구","신정7동","6"
"201310","서울특별시","양천구","신월동","9"
"201310","서울특별시","양천구","신월3동","10"
"201310","서울특별시","양천구","신월6동","14"
"201310","서울특별시","양천구","목2동","16"
"201310","서울특별시","양천구","신정3동","26"
"201310","서울특별시","양천구","신정6동","26"
"201310","서울특별시","양천구","신월1동","30"
"201310","서울특별시","양천구","신월5동","46"
"201310","서울특별시","양천구","신정동","46"
"201310","서울특별시","양천구","목4동","48"
"201310","서울특별시","양천구","목5동","51"
"201310","서울특별시","양천구","신월7동","54"
"201310","서울특별시","양천구","신정4동","66"
"201310","서울특별시","양천구","목동","85"
"201310","서울특별시","영등포구","영등포동1가","5"
"201310","서울특별시","영등포구","영등포동5가","5"
"201310","서울특별시","영등포구","영등포동2가","5"
"201310","서울특별시","영등포구","신길6동","5"
"201310","서울특별시","영등포구","신길1동","7"
"201310","서울특별시","영등포구","신길3동","9"
"201310","서울특별시","영등포구","신길4동","11"
"201310","서울특별시","영등포구","신길7동","12"
"201310","서울특별시","영등포구","양평동3가","12"
"201310","서울특별시","영등포구","신길5동","13"
"201310","서울특별시","영등포구","대림동","16"
"201310","서울특별시","영등포구","당산동1가","18"
"201310","서울특별시","영등포구","신길동","21"
"201310","서울특별시","영등포구","영등포동8가","23"
"201310","서울특별시","영등포구","영등포본동","23"
"201310","서울특별시","영등포구","영등포동7가","26"
"201310","서울특별시","영등포구","문래동6가","29"
"201310","서울특별시","영등포구","영등포동4가","30"
"201310","서울특별시","영등포구","영등포동","36"
"201310","서울특별시","영등포구","당산동3가","42"
"201310","서울특별시","영등포구","당산동6가","53"
"201310","서울특별시","영등포구","당산동2가","56"
"201310","서울특별시","영등포구","대림3동","57"
"201310","서울특별시","영등포구","문래동2가","60"
"201310","서울특별시","영등포구","당산동4가","66"
"201310","서울특별시","영등포구","양평동4가","85"
"201310","서울특별시","영등포구","영등포동3가","152"
"201310","서울특별시","영등포구","여의도동","567"
"201310","서울특별시","용산구","효창동","5"
"201310","서울특별시","용산구","용산동3가","5"
"201310","서울특별시","용산구","용문동","5"
"201310","서울특별시","용산구","이촌동","7"
"201310","서울특별시","용산구","한강로1가","8"
"201310","서울특별시","용산구","청파동3가","10"
"201310","서울특별시","용산구","용산동6가","14"
"201310","서울특별시","용산구","서계동","16"
"201310","서울특별시","용산구","후암동","16"
"201310","서울특별시","용산구","보광동","17"
"201310","서울특별시","용산구","서빙고동","17"
"201310","서울특별시","용산구","신계동","18"
"201310","서울특별시","용산구","원효로3가","27"
"201310","서울특별시","용산구","용산동2가","32"
"201310","서울특별시","용산구","원효로2가","34"
"201310","서울특별시","용산구","한강로3가","48"
"201310","서울특별시","용산구","갈월동","82"
"201310","서울특별시","용산구","한강로2가","92"
"201310","서울특별시","용산구","동자동","136"
"201310","서울특별시","용산구","동빙고동","165"
"201310","서울특별시","용산구","한남동","231"
"201310","서울특별시","은평구","신사2동","5"
"201310","서울특별시","은평구","신사동","5"
"201310","서울특별시","은평구","불광동","5"
"201310","서울특별시","은평구","불광3동","7"
"201310","서울특별시","은평구","응암2동","7"
"201310","서울특별시","은평구","구산동","12"
"201310","서울특별시","은평구","수색동","12"
"201310","서울특별시","은평구","증산동","14"
"201310","서울특별시","은평구","응암동","19"
"201310","서울특별시","은평구","응암3동","20"
"201310","서울특별시","은평구","신사1동","22"
"201310","서울특별시","은평구","녹번동","23"
"201310","서울특별시","은평구","진관동","24"
"201310","서울특별시","은평구","불광2동","26"
"201310","서울특별시","은평구","대조동","37"
"201310","서울특별시","은평구","역촌동","38"
"201310","서울특별시","은평구","갈현1동","45"
"201310","서울특별시","종로구","종로6가","5"
"201310","서울특별시","종로구","도렴동","5"
"201310","서울특별시","종로구","신교동","5"
"201310","서울특별시","종로구","창성동","5"
"201310","서울특별시","종로구","안국동","5"
"201310","서울특별시","종로구","종로2가","5"
"201310","서울특별시","종로구","숭인동","9"
"201310","서울특별시","종로구","구기동","10"
"201310","서울특별시","종로구","숭인1동","10"
"201310","서울특별시","종로구","명륜3가","13"
"201310","서울특별시","종로구","부암동","13"
"201310","서울특별시","종로구","평창동","13"
"201310","서울특별시","종로구","신영동","17"
"201310","서울특별시","종로구","충신동","18"
"201310","서울특별시","종로구","교북동","20"
"201310","서울특별시","종로구","종로5가","23"
"201310","서울특별시","종로구","계동","25"
"201310","서울특별시","종로구","경운동","36"
"201310","서울특별시","종로구","창신1동","39"
"201310","서울특별시","종로구","종로3가","40"
"201310","서울특별시","종로구","인의동","53"
"201310","서울특별시","종로구","수송동","54"
"201310","서울특별시","종로구","통의동","60"
"201310","서울특별시","종로구","낙원동","65"
"201310","서울특별시","종로구","혜화동","73"
"201310","서울특별시","종로구","당주동","104"
"201310","서울특별시","종로구","관철동","212"
"201310","서울특별시","종로구","서린동","242"
"201310","서울특별시","중구","봉래동2가","5"
"201310","서울특별시","중구","흥인동","5"
"201310","서울특별시","중구","을지로7가","5"
"201310","서울특별시","중구","충무로4가","5"
"201310","서울특별시","중구","태평로1가","5"
"201310","서울특별시","중구","을지로1가","6"
"201310","서울특별시","중구","남창동","9"
"201310","서울특별시","중구","주교동","9"
"201310","서울특별시","중구","다동","18"
"201310","서울특별시","중구","을지로5가","20"
"201310","서울특별시","중구","정동","20"
"201310","서울특별시","중구","황학동","31"
"201310","서울특별시","중구","충무로2가","32"
"201310","서울특별시","중구","신당3동","39"
"201310","서울특별시","중구","을지로3가","41"
"201310","서울특별시","중구","명동2가","42"
"201310","서울특별시","중구","장충동1가","44"
"201310","서울특별시","중구","광희동1가","59"
"201310","서울특별시","중구","서소문동","74"
"201310","서울특별시","중구","신당동","84"
"201310","서울특별시","중구","충무로1가","92"
"201310","서울특별시","중구","필동2가","107"
"201310","서울특별시","중구","태평로2가","124"
"201310","서울특별시","중구","무교동","195"
"201310","서울특별시","중구","남대문로5가","224"
"201310","서울특별시","중구","을지로2가","274"
"201310","서울특별시","중랑구","면목4동","5"
"201310","서울특별시","중랑구","면목동","5"
"201310","서울특별시","중랑구","중화동","5"
"201310","서울특별시","중랑구","망우3동","7"
"201310","서울특별시","중랑구","상봉2동","8"
"201310","서울특별시","중랑구","상봉동","8"
"201310","서울특별시","중랑구","면목6동","9"
"201310","서울특별시","중랑구","면목8동","9"
"201310","서울특별시","중랑구","중화2동","12"
"201310","서울특별시","중랑구","묵동","13"
"201310","서울특별시","중랑구","망우본동","15"
"201310","서울특별시","중랑구","면목5동","17"
"201310","서울특별시","중랑구","면목2동","18"
"201310","서울특별시","중랑구","묵2동","22"
"201310","서울특별시","중랑구","상봉1동","23"
"201310","서울특별시","중랑구","면목본동","24"
"201310","서울특별시","중랑구","망우동","30"
"201310","서울특별시","중랑구","면목3.8동","34"
"201310","서울특별시","중랑구","중화1동","34"
"201310","서울특별시","중랑구","신내1동","54"
